Genes	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\1A_RA2_1_24819.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\1B_RD3_1_24856.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\1C_RF5_1_24884.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\2A_G1_1_24820.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\2B_RD4_1_24857.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\2C_RF6_1_24885.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\3A_RA4_1_24822.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\3B_RD5_1_24858.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\3C_G1_1_24886.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\4A_RA5_1_24823.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\4B_RD6_1_24859.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\4C_RF8_1_24888.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\5A_RA6_1_24824.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\5B_RD7_1_24860.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\5C_RF9_1_24889.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\6A_RA7_1_24825.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\6B_RD8_1_24861.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\6C_RF10_1_24890.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\7A_G1_1_24826.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\7B_G1_1_24862.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\7C_RF11_1_24891.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\8A_RA9_1_24828.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\8B_RD10_1_24866.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\8C_RG1_1_24892.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\9A_RA10_1_24829.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\9B_RD11_1_24867.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\9C_RG2_1_24893.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\10A_RA11_1_24830.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\10A_RA11_1_24832.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\10B_RE1_1_24868.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\10C_RG3_1_24894.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\11A_RB1_1_24833.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\11B_RE2_1_24869.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\11C_RG4_1_24895.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\12A_RB2_1_24834.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\12B_RE3_1_24870.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\12C_RG5_1_24896.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\13A_RB3_1_24835.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\13B_RE4_1_24871.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\13C_G1_1_24897.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\14A_RB4_1_24837.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\14B_RE5_1_24872.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\14C_RG7_1_24899.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\15A_RB5_1_24838.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\15B_RE6_1_24873.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\15C_RG8_1_24900.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\16A_RB6_1_24839.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\16B_RE7_1_24874.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\16C_RG9_1_24901.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\17A_G1_1_24840.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\17B_G1_1_24875.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\17C_RG10_1_24902.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\18A_RB8_1_24842.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\18B_RE9_1_24877.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\18C_RG11_1_24903.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\19A_RB9_1_24843.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\19B_RE10_1_24878.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\19C_RH1_1_24904.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\20A_RB10_1_24844.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\20B_RE11_1_24879.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\20C_RH2_1_24905.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\22A_RB11_1_24845.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\22B_RF1_1_24880.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\22C_RH3_1_24906.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\23A_RC1_1_24846.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\23B_RF2_1_24881.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\23C_RH4_1_24907.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\24A_RC2_1_24847.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\24B_RF3_1_24882.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\24C_RH5_1_24908.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\25A_RC3_1_24848.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\25B_RF4_1_24883.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\25C_G1_1_24909.d
EIF4E	5016.35	3428.07	6946.16	6467.17	6421.41	4447.86	5470.53	4069.59	4690.03	3143.32	7687.17	8463.97	3566.52	7246.65	4815.27	2290.18	6077.18	6615.27	5238.61	7356.29	5658.35	6788.41	9476.76	6389.43	6895.88	7646.77	6802.33		5202.25	7376.93	4874.16		5317.06	4496.93	6146.22	7727.29	4216.17	6190.84	11091.8	4012.04	5185.24	8164.67	4345.39	5512.7	7427.1	6234.93	3210.72	6633.62	4597.77	5480.27	7611.84	9427.3	4120.21	10563.7	6995.06		6172.58	7207.06		8002.74	7148.23		7055.08	6318.96	7895.71	6464.3	4533.15	2618.19	7862.16	7358.56	11958.4	5571.64	
EIF4EBP2	1590.46	2033.34	1293.06	1244.3	1507.27	1041.58	2031.63	1535.93	1661.24		1504.39	1461.3	2308.19	1852.04	1477.41	2167.5	1819.01	840.108	1361.53	951.979	616.979	1442.77	2190.55	1483.26	1842.32	1741	1515.6		2136.57	1603.15	585.371	1413.25	1109.88	1540.18		1564.02	1008.92		1327.98	1442.66	1634.15	1536.25	2490.26	2734.79	2263.53	1045.47	1777.29	1353.17	676.609	1567.23	1712.51	420.12	1945.78	1630.64	1233.86		1303.72	2223.45		1232.8	1582.62		1493.62	1740.4	1945.77	1911.59	1222.21	2253.07	1020.8	1652.35		1261.36	
EIF4G1		1026.67	2433.06	2718.7	1926.5	1366.4	3595.95	818.025	1161.66		3734.5	2114.57		2099.18	1726.06		3479.06			2140.01	1014.57		2493.05		1976.43	2854.39	1464.76			1858.68			2880.8	522.01		1260.88	1521.8		1780.69	723.019	761.085	1822.24			1437.81	774.534	1506.32	2674.27	1074.74	527.371	1135.87	2549.01		2050.41	1942.82		1359.58	1939.62		2494.21	1367.71		2491.61	1719.94		2257.58	2096.4		3116.07	1699.49		2333.98	
EIF4H	26046.8	12899.8	3277.34	21873.4	9533.23	9469.64	17183.7	10750.5	4002.65	16403.7	7436.61	10648.1	25195.9	9080.28	12032.5	46508.6	7890.35	3845.81	18544.8	10283.4	10110.8	44164.2	12147.7	10831.3	13744.9	16944.8	8396.39		39607.8	8481.21	5386.21	19863.2	4451.4	6703.77	7958.72	12616.4	8237.59	31814.9	18456.3	13798.8	11569.9	12947.4	14945.2	20239.8	19324.8	7358.15	18061.8	10646.2	8957.24	25163.5	20992.9	4398.2	29037.1	16689.1	10251.1	17606.9	12634.9	11525.1	22112.1	9232.97	17747	37513.7	3904	7693.89	17479.9	11067.7	10424.5	22204.2	10179.1	12423.7	31672	12771	
EIF5	1894.23	3313.61	2009.48	2702.64	3544.61	1048.66	2654.67	2507.76	875.036	1567.98	2306.67	1134.08	1592.48	3369.64	1942.37	1785.62	3163.61	862.244	1909.53	2166.73	1577.76	2225.03	3305.45	722.23	1242.75	3762.57	2731.06		1709.75	2225	1104.82	1692.35	3275.12	1030.23	1484.98	2949.79	1118.98	4590.42	3131.04	973.526	2493.89	2473.07	1192.64	1974.33	3239.95	967.043	2094.32	2292.63	1125.52	2032.76	1974.99	3952.41	3742.56	2140.11	2721.33		2088.53	2260.65	1753.34	2551.45	2369.95	1064.68	2180.79	2817.41	2552.32	3085.4	2620.35	3086.21	1641.12	2195.52	3392.69	2400.02	
EIF5B	1229.88	1256.17	1231.73	842.85	1238.63	795.274	791.722	906.242	599.027		1814.38	829.803		1223.9	1098.73		1623.04			1105.98	548.479		1158.86			1472.55	1293.78			974.973	651.933		1232.35	527.81		1546.18	481.012		1256.83	985.964		1228.5	733.315	989.33	1457.4	489.829	1066.83	1813.17	799.437		1418.92	1047.76		1000.34	1388.17		923.156	1081.78		1217.88			1491.06	1500.2		1501.21	1078.5		1626.36	1526.33		1164.6	
EIF6	4214.78	1787.33	5834.32	2989	3887.98	4381.39		3091.36	3662.87		3703.11	2205.8	2100.04	2536.02	2308.75	2361.93	5728.08	4850.12	3179.49	3320.61		1774.74	2407.02	2055.09	4230.8	3864.89	2574.31		2444.81	1175.46	3871.84	2215.95	3989.39	1315.63		2021.78	3741.64		2988.88	1600.01	3183.51	2266.03	2872.86	2398.98	3727.24	2859.18	3583.2	2778.46	2477.88	2561.78	5596.81	6952.49	2271.85	2640.08	3091.33		2517.72	4559.02		2079.46	3120.64	2468.05	3755.53	2479.64		3592.43	2032.55		4830.22	2505.61	3369.62	4783.34	
EIPR1			884.427		274.474				324.838		1063.67						856.805									1104.16					572.989		1087.14													234.428																		346.386			251.389						
ELAC2		1375.28	2635.85	1252.14	1004.22	2548.81		1717.41			2127.39	2487.81		1411.98	1065.42		1957.3	2111.56		2119.52	1872.51			1799.07		923.197	1852.59			1552.96	1035.66		1404.66	1276.24			1116.16		1308	2114.91		1191.14	1208.26			1484.4		903.534	1883.45	1971.23		1545.29		825.617	2373.71		1276.4	1661.91		1229.66			2079.25	1141.77		2231.71	2014.46		2091.1	1744.52		1607.06	
ELAVL1		1273.44	1392.3	5265.87	1627.62	1105.3	2064.98	1623.17	997.075		2176.54	815.765	4276.32	770.566	479.051		805.984	1690.78	2691.83	1380.88	1768.84	2752.31	829.975	1115.51	5616.57	1001.03	1419.87		2869.72	1059.61	1294.13	4964.95	1161.79	1192.02		3382.04	1152.14		1099.25	1149.43	1476.58	1077.54	1061.57	31101.7		1275.03	1745.28	1096.49	2189.58			1462.95		1226.03	2167.49		1084.54	1311.16		970.952	1632.23		1871.84	1210.4		1367.4	1595.93		1280.65	1586.77		1111.85	3436.9
ELOB	19807.4	23898.4	16448.1	7102.11	9559.53	5969.27	9395.96	21489.8	12289.1	5904.35	7910.17	20077.2	8235.83	21407	14254.4	21128	7667.12	11629.4	9662.94	23648.8	4060.01	5721.17	19594.1	12059.4	18343.8	7591.19	7265.99		6472.79	16392.7	13782.2	12849.4	9373.49	6042.63		13438.3	9923.87	24941.6	8855.18	11117.2	2080.26	21222.4	8629.3	11436.2	13430.7	12434.3	8255.51	14369.9	6794.74	11491.3	10968.2	13386.7	12174.4	13365.5	9848.16	4093.7	21730	15292.9	10904.1	13128	22584	2791.7	12656.5	22150.8	15271.2	10769.5	8653.82	7310.63	17289	24791.7	12826.2	6616.54	
ELOC	53767.1	48104.7	21629.7	65829.2	54602	31025.5	65093.6	42252.7	16003.5	46897.9	71055.7	37673.8	71896.9	37422.1	56004.6	46647.5	64300.5	19009.3	79879.6	27666.1	29088.1	56711.4	38750.4	42483.4	63332.8	76739.2	75469.7		43578.6	28627.7	22236.3	30755.3	51846.7	49774.1	41220.6	49339.5	24217.7	100676	68981	44327.1	52380.1	36136.1	38982.1	71795.6	66898.2	22861.9	56586.3	32069.7	53170.7	61942.4	50696.4	26863.6	37243.1	59166.4	61820.3		35417.1	37089	40748.1	56962.7	45683.5	20283.1	24054.3	42351.3	41612.2	52705.5	47317.7	71926.5	33664.5	51468.6	37613.2	36174.5	14005.6
ELOVL5	994.943	2721.86	837.588	2025.01	4788.84		1692.18	5113.72	1074.76		2450.01	2971.5		5302.07	4652.5	2037.25	2947.77	1627.5	1826.73	4991.75	1428.78		4626.92	3417.08	1513.15	4323.42	4316.47			3405.63	2544.8	2515.46	1664.12	1194.36		3532.03	1373.55		3271.63	2631.87		3317.36	2173.55	1397.47	4167.71		2734.09	3664.41	2189.85	1534.96	3375.39	2826.49		3041.84	4504.47		4299.75	4925.24		4422.66			1679.26	5184.23	1192.03	2581.41	4368.16		2032.93	3527.27		958.608	
EMC3			1294.04		784.755	788.941			1626.88		1077.44							1314.62			1529.88										1397.93		1221.57	1118.02			1694.15			1047.22	955.388					1478.45			1599.54			1159.9			902.618			1003.58		1505.9			1458.69				1197.84					1356.27	
EMD		1586.04	1365.5		1084.86	1038.78	1146.43	908.43	1148.02	2046.6	734.333			1304.3	900.896	1346.89	641.562				1421.99		964.45		1861.97	962.558	966.441			1514.12		969.702	785.294	1978.33		1775.62	1066.74	4761.44		1165.66		922.598	1624.13					761.756	1246.03	915.802	2148.32		2053.94		942.823			1344.87	2031.55	756.455			1027.51	981.818	1586.11	1247.54			1123.23	923.292		893.247	
EMILIN1	1869.12	5221.24	4392.32	4525.65	10504.4	6713.68	2578.39	5243.7	2798.45		6519.66	4748.82	3887.97	4373.53	4061.36		7369.44	5717.75	2421.06	7475.02	5783.2		5025.33	4782.23	3505.79	8820.22	5216.64		1593.62	11594.9	3738.13	2989.45	6307.78	8368.73	5139.04	6825.85	5258.71	7372.69	5960.66	5327.81	5550.15	7576.04	7281.6	3264.34	4171.11	3477.62	3876.56	7621.41	3753.3	4092.96	5763.81	6910.8		7189.42	4413.6	11566.2	5775.52	6100.21	2748.95	5494.29	3357.71	5257.37	8605.18	6540.19	4137.89	6988.12	8982.97		6502.55	4364.97	5170.97	7536.62	
EML1	6450.03	2798.54	2573.69	2922.38	2636.11	3414.34	2087.88	1672.87	2663.45		3413.27	2763.73	2922.51	1657.41	2864.45	6345.73	2616.8	2172.63	3999.17	2546.55	2067.48	2759.73	3153.6	2218.47	6750.08	2887.62	2757.25		3260.33	2983.24	2156.48	2850.46	2053.68	1994.86		2883.1	2137.57		2674.39	2650.31	2196.83	2718.5	3055.53	3961.61	2521.94	2774.82	2877.59	2034.91	2122.84		3399.16	2626.7	2541.61	2020.04	2484.7		2111.52	3171.91	1419.26	2322.03	3689.91		3574.25	2784.56	1677	3270.05	2762.59	3653.27	3454.04	2623.98	2418.97	2527.54	7953.53
EML2	8318.87	7394.27	9501.14	9625.4	9000.07	11373.3	11603	7771.45	7179.11	8810.7	9235.24	9735.08	11028.7	8738.67	12431.8	8127.76	10720.8	8152.67	8866.84	9955.04	12892.3	7672.12	9763.88	9322.74	9797.61	8683.27	12164.4		10228.4	8044.97	9113.9	11311	11018.7	10653.3	18290.8	7369.68	7469.07	12778.7	9221.12	11258.6	11307.7	8929.15	8727.12	10926	10644.8	9101.32	9102.67	8071.56	11385.1	6612.97	8462.38	8339.71	7456.98	8522.26	13636.9	57505.9	9501.69	8201.34	5791.03	10197.3	7400.69		7228.49	8965.28	7770.27	11719.6	11568.3	10295.8	8738.21	11164.5	6168.37	10205.1	
ENAH		3901.38	1963.6	1710.12	935.728	1675.26		1920.69	2475.66		913.244	1998.54		3303.54	1046.23			2133.98		4050.31	2001.23		3759.94	2368.21	1057.05		1365.76				1757.98						1557.75			747.591		2694.25	846.37			2431.17		2952.86	1029.94			2456.73					2931.67	3780.09			410.916			2706.26			1787.93		2452.24	2894.79		1941.12	
ENDOD1		494.938			960.494						503.898			605.484			301.792																																					151.824																			
ENDOG				2331.96	3353.91	1395.24	1222.08	725.752	1052.06								5953.5	607.669		565.833										1620.64			488.799									787.23				559.976			449.147		714.415									1028.09												578.65	
